symbol,company_name,sector,current_price,market_cap,pe_ratio,dividend_yield,exchange,currency
SBA,Dynamic Inc,Technology,340.46,576021429349,28.35,0.0466,NASDAQ,USD
NBJ,Metro Inc,Healthcare,279.39,523156895689,32.21,0.0,NASDAQ,USD
VPY,American Enterprises,Healthcare,250.77,401469837669,17.11,0.0,NYSE,USD
VT,Global LLC,Healthcare,361.81,397264371363,22.95,0.0513,NYSE,USD
MTY,Innovative Corp,Technology,264.38,387273112632,24.15,0.0,NASDAQ,USD
CT,Regional Inc,Healthcare,243.84,386861845403,15.8,0.0,NASDAQ,USD
XWV,United Enterprises,Technology,190.93,376163950558,8.44,0.0141,NASDAQ,USD
SIH,United Inc,Consumer Discretionary,189.49,371216111021,,0.0218,NASDAQ,USD
BP,Innovative Services,Healthcare,377.83,352443885224,17.82,0.0,NASDAQ,USD
AQE,American International,Real Estate,197.45,348763924025,15.79,0.0,NASDAQ,USD
NI,Consolidated Group,Healthcare,301.14,324623191354,13.0,0.0059,NYSE,USD
MRO,Capital LLC,Consumer Discretionary,165.89,306412551391,10.52,0.0246,NYSE,USD
MXNU,Premier Inc,Real Estate,174.53,305224974316,30.19,0.0189,NASDAQ,USD
GR,Advanced Capital,Real Estate,151.14,297445077227,9.09,0.0,NASDAQ,USD
SX,Strategic Holdings,Healthcare,177.91,267636487046,17.32,0.0,NASDAQ,USD
ZU,National International,Technology,232.56,261753564873,11.56,0.0,NASDAQ,USD
MYQ,Consolidated Global,Healthcare,141.48,249733203633,33.65,0.0319,NYSE,USD
DIQ,International Capital,Consumer Discretionary,138.81,247871065511,9.34,0.0038,NYSE,USD
VT,Strategic Systems,Real Estate,196.1,245087431075,,0.0156,NASDAQ,USD
MC,National LLC,Real Estate,186.39,232868972365,16.6,0.0305,NASDAQ,USD
TOE,Premier Enterprises,Real Estate,152.87,227368110438,29.72,0.0525,NYSE,USD
SMU,Metro Solutions,Consumer Discretionary,123.84,221448552385,22.21,0.0,NASDAQ,USD
AKH,International Holdings,Materials,152.22,214996105816,30.3,0.0055,NYSE,USD
CGSJ,United Technologies,Utilities,111.44,213511709564,14.05,0.0059,NYSE,USD
GOO,Premier Corp,Financial Services,122.81,212027856482,8.71,0.0153,NYSE,USD
GALB,National Inc,Materials,110.71,210604992220,,0.0477,NYSE,USD
GLW,Premier Enterprises,Healthcare,333.58,208577815340,30.45,0.0403,NYSE,USD
BCX,Consolidated Industries,Technology,379.08,203221934334,10.78,0.037,NYSE,USD
DCEZ,First Resources,Financial Services,148.24,198559295712,21.8,0.0,NASDAQ,USD
BIDZ,American International,Financial Services,127.47,191762650027,21.53,0.0204,NYSE,USD
XVLB,Innovative Inc,Technology,390.32,182341426352,8.55,0.0167,NYSE,USD
ZQOQ,Capital Capital,Industrial,126.13,178825870761,12.0,0.0554,NYSE,USD
XL,Advanced Services,Materials,115.66,173813608148,18.0,0.018,NYSE,USD
