symbol,company_name,sector,current_price,market_cap,pe_ratio,dividend_yield,exchange,currency
AAPL,Apple Inc.,Technology,272.29,4002098184192,34.42,0.39,NMS,USD
GOOGL,Alphabet Inc.,Communication Services,311.33,3766158884864,28.8,0.27,NMS,USD
MSFT,Microsoft Corporation,Technology,386.61,2873431425024,24.18,0.95,NMS,USD
META,"Meta Platforms, Inc.",Communication Services,639.76,1618295783424,27.21,0.33,NMS,USD
WMT,Walmart Inc.,Consumer Defensive,127.03,1012791246848,46.53,0.79,NMS,USD
LLY,Eli Lilly and Company,Healthcare,1049.94,990468636672,45.71,0.59,NYQ,USD
MA,Mastercard Incorporated,Financial Services,495.19,441926221824,29.98,0.7,NYQ,USD
HD,"Home Depot, Inc. (The)",Consumer Cyclical,388.2,386457436160,26.48,2.44,NYQ,USD
GE,GE Aerospace,Industrials,341.58,360303329280,42.54,0.55,NYQ,USD
CAT,"Caterpillar, Inc.",Industrials,768.79,359778025472,40.81,0.8,NYQ,USD
RTX,RTX Corporation,Industrials,197.9,265638707200,39.82,1.35,NYQ,USD
UNH,UnitedHealth Group Incorporated,Healthcare,274.11,248294899712,20.7,3.13,NYQ,USD
NEE,"NextEra Energy, Inc.",Utilities,95.45,198872154112,28.92,2.65,NYQ,USD
TMO,Thermo Fisher Scientific Inc,Healthcare,515.99,193861599232,29.04,0.33,NYQ,USD
BA,Boeing Company (The),Industrials,233.35,183260741632,93.71,0.0,NYQ,USD
CRM,"Salesforce, Inc.",Technology,185.37,176472227840,24.78,0.93,NYQ,USD
ISRG,"Intuitive Surgical, Inc.",Healthcare,493.48,175249670144,62.7,0.0,NMS,USD
DE,Deere & Company,Industrials,641.52,173899694080,34.68,1.0,NYQ,USD
PFE,"Pfizer, Inc.",Healthcare,27.31,155248246784,20.08,6.36,NYQ,USD
QCOM,QUALCOMM Incorporated,Technology,144.34,154161528832,29.1,2.54,NMS,USD
SBUX,Starbucks Corporation,Consumer Cyclical,95.52,108825927680,79.6,2.62,NMS,USD
ADBE,Adobe Inc.,Technology,255.36,106893697024,15.29,0.0,NMS,USD
AMT,American Tower Corporation (REI,Real Estate,190.73,89309552640,30.42,3.58,NYQ,USD
MMM,3M Company,Industrials,167.03,87958896640,27.83,1.88,NYQ,USD
PYPL,"PayPal Holdings, Inc.",Financial Services,43.69,40883310592,8.08,1.27,NMS,USD
