symbol,company_name,sector,current_price,market_cap,pe_ratio,dividend_yield,exchange,currency
AKSJ,American Group,Healthcare,396.08,647651720433,8.74,0.0,NYSE,USD
XM,Regional Technologies,Healthcare,284.38,390124242749,11.88,0.0423,NASDAQ,USD
GVL,Global International,Healthcare,189.44,357872282181,,0.0511,NASDAQ,USD
NLW,Strategic Inc,Technology,214.29,338088619038,16.13,0.0043,NASDAQ,USD
NVSU,First Inc,Real Estate,178.11,314468722836,33.27,0.0,NASDAQ,USD
NMK,United Partners,Real Estate,170.96,308152420275,28.39,0.0,NYSE,USD
PH,First Inc,Technology,172.82,296286353413,16.7,0.0366,NYSE,USD
PKI,Alliance Capital,Materials,151.6,294284378324,27.87,0.0227,NASDAQ,USD
TVV,United Capital,Materials,169.83,289761413711,26.01,0.0313,NYSE,USD
TKNP,United Inc,Financial Services,147.35,272215618668,32.73,0.048,NASDAQ,USD
VYKH,Dynamic Systems,Healthcare,138.33,261959811525,9.75,0.0348,NYSE,USD
MM,Pacific Industries,Industrial,179.86,260710948117,18.3,0.0464,NASDAQ,USD
TTZY,Dynamic Resources,Consumer Discretionary,153.46,245152119465,20.36,0.0,NASDAQ,USD
MXS,United Solutions,Technology,312.37,243215089284,34.25,0.0485,NYSE,USD
RAVN,National Capital,Energy,134.44,238546536405,18.35,0.0052,NYSE,USD
TBD,International Enterprises,Technology,140.37,228458788336,,0.0365,NASDAQ,USD
BAT,Capital Industries,Consumer Discretionary,187.54,220702276396,22.06,0.0118,NYSE,USD
XAP,International Solutions,Financial Services,146.68,216257005316,30.49,0.0045,NASDAQ,USD
GDH,Dynamic Industries,Industrial,147.71,212549244149,33.29,0.0,NASDAQ,USD
TJI,American Resources,Real Estate,162.93,207093534149,16.7,0.0,NASDAQ,USD
AR,Metro Group,Utilities,103.63,195828747300,21.03,0.0596,NYSE,USD
TPTI,Alliance Systems,Utilities,115.92,195103169406,32.63,0.0,NASDAQ,USD
BM,Capital Enterprises,Technology,147.0,191145380689,8.31,0.0,NASDAQ,USD
ZKE,National Group,Healthcare,183.32,185349377709,20.42,0.0,NYSE,USD
CKU,Consolidated Holdings,Real Estate,102.9,181814945587,15.43,0.0,NASDAQ,USD
TIJ,Capital Holdings,Utilities,90.97,167557623585,,0.0452,NYSE,USD
CZND,Innovative Systems,Consumer Staples,94.6,164927089707,12.74,0.0295,NYSE,USD
MEV,Pacific Inc,Industrial,160.57,141564974045,8.4,0.0575,NYSE,USD
ZRW,Alliance Industries,Materials,96.17,139269847307,14.57,0.0368,NASDAQ,USD
