symbol,sector,risk_rating,risk_score,volatility,max_drawdown,volume_decline,beta,sharpe_ratio,rsi,price_change_1m,price_change_3m,price_change_6m
DVVM,Energy,RED,3,0.5963356237620627,-0.659285079625453,-0.07037138677925085,0.13306645504074172,-0.5115764330681402,68.74711760184475,0.0927754270490519,-0.07045257615143634,-0.37962633451957295
RZDL,Healthcare,RED,2,0.6531063052616057,-0.44085740426088166,-0.0131543859439268,0.006128986863282883,0.040036009313518535,70.254264563888,0.23729243893769353,0.1796659404502541,0.14281694104404102
DG,Healthcare,GREEN,1,0.4184222047652126,-0.05475236186659034,0.006416946909517155,-0.266223380190484,0.6055441185634463,49.15295551492993,0.028936449006333218,0.020762620062107315,0.10343885397556501
PCP,Materials,GREEN,1,0.4161123993947407,-0.05703544575725008,0.0054438194029133545,0.07244771741992859,0.5958573589148207,51.12262521588947,0.04721735319894831,0.05432085148624052,0.09402002861230332
MHL,Technology,GREEN,1,0.4225740799664644,-0.053569522996478436,0.01802427727147314,-0.007230509392195018,0.5562425401921602,48.00000000000001,0.005877664873480807,0.057277486910994754,0.09203980099502494
BUXI,Consumer Discretionary,GREEN,1,0.4069249591065068,-0.05600533384131816,0.028763605511166395,-0.12430339457053535,0.468333703035552,49.4645441389291,-0.005220114842526487,0.03074010637338859,0.04582456782218975
ZO,Technology,GREEN,0,0.376134809586768,-0.05152655060799572,-0.006568411283519023,-0.23393223721889436,0.7104177830710645,52.407002188183796,0.04540540540540535,0.05771981489272192,0.09992125295301414
CJ,Utilities,GREEN,0,0.3931900627432659,-0.054959465903671983,-0.005138686949815772,-0.2676146026279063,0.4393452972783633,55.547282204020824,0.013536379018612392,0.054701256015964275,0.07270773638968468
CGQN,Energy,GREEN,0,0.3828312102459187,-0.054188448297844964,0.007123865952880099,-0.005435485372064393,0.48372288661691026,56.63856691253952,-0.0004842615012105574,0.015373262821301192,0.05373324824505435
MW,Real Estate,GREEN,0,0.3991079898098933,-0.055698300870285905,0.01894999752336666,0.051514495799161855,0.7669690738277903,54.141269272140555,0.015877080665813056,0.05833703868385951,0.13580836037411723
BDI,Industrial,GREEN,0,0.3519947515269928,-0.055388355133695916,0.024660105914878747,0.02274621441602175,0.6208912765242635,49.89552862515671,0.006608044123003331,0.036874263050702086,0.07717149220489986
ZCM,Industrial,GREEN,0,0.39965947692483417,-0.05340699815837942,-0.0005652638173124135,-0.0937593169582257,0.4651207390111149,50.27739251040223,0.007419429631347096,0.06079101562500005,0.08733733733733738
MMXY,Utilities,GREEN,0,0.39746802691001,-0.0549861328831546,0.0019202065169555747,-0.21106487753907666,0.442858230560108,53.52968676951847,0.019943019943019936,0.021461357151718197,0.055235165961809586
COID,Consumer Staples,GREEN,0,0.3849679452088954,-0.05525654825977765,6.601254946040314e-05,0.09570540720348884,0.38824778967475093,46.66666666666666,0.037565217391304286,0.05611612674809691,0.05761389824499202
RRJ,Healthcare,GREEN,0,0.3925059349875234,-0.05560704355885069,0.014351317843615765,-0.1600822695825799,0.4842555441253646,47.63458401305057,-0.011924725172349554,0.059752198241406915,0.0652872639614303
CJQM,Consumer Discretionary,GREEN,0,0.3530080796757738,-0.05092028474315415,0.006907836995685437,-0.09655762444964167,0.6458717294547798,54.61804631354804,-0.012747303455038403,0.05745706165822304,0.06928218904229402
TZ,Materials,GREEN,0,0.38893455689781303,-0.054936089203154764,-0.009180623334221606,-0.014367342624115192,0.7564814927464352,46.90956408588162,0.0010915541001500653,0.044561503416856635,0.14176781823840645
XU,Energy,GREEN,0,0.375340329965733,-0.05553287055941202,0.013407054227252418,-0.08692865724512126,0.7785678458327462,51.922129127649065,0.02771562612775153,0.06110738505104694,0.11398842121733684
GZJ,Financial Services,GREEN,0,0.35926944281772444,-0.05404335345936862,0.02443800438763299,0.017697758100773703,0.7237315241690961,54.81481481481482,0.027449878208731564,0.08476755687438188,0.14753583760594338
SE,Utilities,GREEN,0,0.3590194366285785,-0.05202785743547746,0.03662383884396139,-0.16384337787158676,0.64852512872314,45.961002785515326,-0.00522508038585205,0.07142857142857137,0.11161015046036377
PYM,Financial Services,GREEN,0,0.36846150839785313,-0.05105168586830138,-0.0006729480328994793,0.14869033462382372,0.5008334373700426,51.06635071090049,0.031742781077206725,0.060743236130119074,0.11398562741846326
SDL,Real Estate,GREEN,0,0.383846379799004,-0.05605351170568561,0.008339072083078039,0.1853850858420035,0.47629841470046247,50.05931198102015,0.028731212862635337,0.016930412549236325,0.03977955203843705
XR,Materials,GREEN,0,0.3512368491593893,-0.05267068438867327,0.022556018585936238,0.08581806720290668,0.5180655620176924,49.57813027337158,-0.0027777777777778056,0.035811269517990484,0.06929478756022774
BAL,Industrial,GREEN,0,0.3718735768395151,-0.05373398144056577,0.0024281433315976163,0.06144941332608718,0.7767089712539067,48.28541738829234,0.009001430133759512,0.050262697022767026,0.14588707366007447
CE,Technology,GREEN,0,0.3881734119879278,-0.05517854635653108,0.005250079687306194,0.28237991917999733,0.7038164591324775,53.05717310746426,0.027006562342251336,0.06328121597491386,0.12186379928315404
