symbol,company_name,sector,current_price,market_cap,pe_ratio,dividend_yield,exchange,currency
SGWP,Advanced Services,Technology,396.16,438196886699,31.15,0.0349,NYSE,USD
ZTVW,Capital Holdings,Industrial,190.35,302916305644,32.15,0.0493,NYSE,USD
ZPML,Superior Enterprises,Consumer Discretionary,159.16,295297649845,14.52,0.0,NYSE,USD
MKL,International Partners,Industrial,191.55,292075977802,,0.0525,NYSE,USD
NNP,Superior Capital,Healthcare,184.47,254201122321,,0.0,NYSE,USD
CGF,Innovative Enterprises,Technology,151.92,253751147114,15.72,0.0079,NASDAQ,USD
BIN,Superior LLC,Energy,123.99,244232986697,9.46,0.0,NYSE,USD
VBH,Advanced Resources,Industrial,154.18,231462780497,25.64,0.0209,NASDAQ,USD
CR,Consolidated International,Real Estate,123.64,226078152961,24.95,0.0,NYSE,USD
RFQY,Metro Enterprises,Real Estate,122.36,225663526230,10.89,0.0049,NYSE,USD
BDT,Innovative Partners,Energy,126.7,224739175696,15.38,0.0104,NASDAQ,USD
SCB,Capital Holdings,Industrial,152.44,215740250954,8.97,0.0,NASDAQ,USD
BGGO,National Capital,Energy,122.75,213500419586,27.11,0.0141,NYSE,USD
PDQ,Alliance Enterprises,Consumer Discretionary,131.01,212019170209,10.83,0.0328,NASDAQ,USD
RE,Advanced Resources,Technology,282.86,211458915916,12.97,0.0167,NASDAQ,USD
DWI,Global Capital,Materials,133.13,211261405207,23.05,0.0421,NYSE,USD
CQD,Regional Services,Consumer Discretionary,187.74,208191265718,29.38,0.0363,NYSE,USD
CFE,Strategic Group,Technology,189.72,200880651300,10.99,0.0273,NYSE,USD
CNY,Strategic LLC,Technology,109.71,188794421649,17.26,0.0156,NASDAQ,USD
MQ,Advanced Technologies,Consumer Discretionary,119.06,178884551977,13.57,0.0321,NYSE,USD
RG,National Technologies,Healthcare,107.18,173057988268,17.22,0.0063,NASDAQ,USD
GSIG,American Systems,Industrial,149.76,172557719411,34.99,0.0564,NYSE,USD
RSF,Innovative Group,Energy,114.59,164920205402,18.0,0.0,NYSE,USD
CKL,Metro Services,Energy,121.32,163530875558,,0.0348,NASDAQ,USD
DG,Innovative Partners,Real Estate,95.9,162950215862,29.52,0.0461,NYSE,USD
