symbol,company_name,sector,current_price,market_cap,pe_ratio,dividend_yield,exchange,currency
CWLV,Global Technologies,Healthcare,355.76,472982079195,16.51,0.0,NYSE,USD
DWH,Innovative Systems,Healthcare,272.14,418239626163,17.74,0.0,NYSE,USD
BFED,Metro Resources,Technology,203.37,392316098548,9.13,0.0584,NYSE,USD
ZK,Regional Services,Industrial,165.52,327675257632,18.71,0.0298,NYSE,USD
MJX,National Inc,Technology,295.26,323246862391,26.95,0.0514,NYSE,USD
CBNK,Pacific Capital,Industrial,178.73,315389861909,22.71,0.0115,NYSE,USD
ROY,Global Systems,Real Estate,198.28,309970197456,18.2,0.0408,NYSE,USD
ADJ,Metro Systems,Technology,381.75,294506953722,13.35,0.0,NASDAQ,USD
DYDY,Dynamic Industries,Technology,137.09,263293886666,9.46,0.0166,NASDAQ,USD
BZO,American Holdings,Consumer Discretionary,195.93,253656601536,14.53,0.0523,NYSE,USD
GDIN,Premier International,Healthcare,348.46,252040083067,17.01,0.0,NYSE,USD
PIL,Superior Industries,Healthcare,141.18,241573638158,29.84,0.0103,NYSE,USD
PWN,Dynamic Global,Industrial,158.74,238375658073,22.26,0.0064,NASDAQ,USD
DUYR,Dynamic Solutions,Energy,146.41,237469812836,,0.0,NASDAQ,USD
SFLJ,Premier Systems,Financial Services,110.29,217457011823,31.24,0.0189,NYSE,USD
CDH,Dynamic Partners,Consumer Discretionary,118.48,211026709659,9.6,0.034,NYSE,USD
TDKS,Alliance Industries,Industrial,174.84,203320582777,12.39,0.0586,NYSE,USD
TWO,Strategic Corp,Industrial,135.11,198198016408,28.74,0.0,NYSE,USD
PLW,Pacific Enterprises,Financial Services,126.18,197337015372,10.57,0.0031,NASDAQ,USD
CS,Innovative Partners,Industrial,128.31,176067860997,13.19,0.0192,NYSE,USD
RBL,National Industries,Utilities,95.62,176048247942,21.7,0.0,NASDAQ,USD
MXE,National Industries,Industrial,197.17,172015329632,33.1,0.0,NYSE,USD
TBC,Metro Partners,Consumer Discretionary,118.6,168189713770,13.03,0.0309,NASDAQ,USD
DK,Global LLC,Real Estate,90.31,162906524167,23.02,0.0504,NASDAQ,USD
XYL,Premier International,Real Estate,103.25,162293902887,9.74,0.0536,NYSE,USD
BQ,Advanced Corp,Materials,186.45,161336558794,26.73,0.0104,NYSE,USD
CLU,First Inc,Energy,88.24,156590027533,32.44,0.0,NASDAQ,USD
VA,International Solutions,Real Estate,153.19,144816199346,11.14,0.0437,NASDAQ,USD
ZVVR,Innovative Resources,Financial Services,127.39,137257970596,15.26,0.0,NASDAQ,USD
CPS,Regional International,Utilities,87.09,127087120200,32.43,0.0168,NYSE,USD
PW,National Industries,Energy,141.95,126237413829,15.69,0.0318,NYSE,USD
TZPF,National Corp,Industrial,198.53,124829866791,29.02,0.0,NYSE,USD
AH,United LLC,Energy,71.64,119985784977,18.33,0.0,NASDAQ,USD
XLW,United Capital,Industrial,84.01,118660012834,12.29,0.0498,NASDAQ,USD
TU,Consolidated Inc,Financial Services,132.07,114324111498,,0.043,NASDAQ,USD
TOAG,United Global,Energy,71.83,113074992050,16.77,0.0328,NASDAQ,USD
AJYT,Innovative Services,Consumer Staples,104.07,112818105065,16.35,0.0,NYSE,USD
PW,Consolidated Enterprises,Financial Services,85.48,110187282613,18.79,0.0542,NYSE,USD
AUJQ,Premier Global,Technology,128.33,106176504958,33.26,0.0547,NASDAQ,USD
GW,Alliance Resources,Financial Services,79.39,103919144974,29.68,0.0343,NASDAQ,USD
PW,First Holdings,Energy,57.88,100805295832,18.99,0.0462,NASDAQ,USD
XEK,United Partners,Real Estate,72.08,98405391792,25.88,0.0,NASDAQ,USD
XYCT,Metro Solutions,Consumer Discretionary,196.98,96975666256,8.78,0.0344,NASDAQ,USD
