symbol,sector,risk_rating,risk_score,volatility,max_drawdown,volume_decline,beta,sharpe_ratio,rsi,price_change_1m,price_change_3m,price_change_6m
VU,Financial Services,RED,5,0.8188784779572034,-0.6221615161345397,-0.02185982170546221,0.15281496141388215,0.27202887524703157,26.693045890753623,-0.5760333349298338,-0.5564685840264556,-0.3557965213594353
GWX,Real Estate,RED,5,0.7597385746938072,-0.5956846078402237,-0.08105916159580322,0.12985827280518308,0.11627155814394145,14.677894418850542,-0.518732090423462,-0.5439643324058865,-0.4013641364136414
MBU,Industrial,RED,2,0.9987021163214338,-0.6752248062015506,0.0575040475069512,-0.4816269396684981,0.18989847979577842,90.08521574462328,1.0157040656080962,0.7500378730495377,0.016364596163997883
BZFE,Consumer Discretionary,GREEN,1,0.40951021443631325,-0.05536438020952835,0.008490551201463682,-0.151512887643789,0.48336931333893546,54.68586387434553,-0.008153002133496049,0.03498449550767267,0.08728700300701628
XV,Technology,GREEN,1,0.4021239945388774,-0.05326005834859882,0.017205718248903944,-0.09481142203506196,0.6759436117002268,48.8434461951056,0.04389094580949163,0.04748716563091057,0.12093393089489655
RR,Energy,GREEN,1,0.4038527202695166,-0.05420635985509203,0.006789196168097809,0.16094317195998534,0.5349302043233839,47.95492487479131,0.03870967741935487,0.0701159911377557,0.07459756576364354
CL,Utilities,GREEN,1,0.404885445007094,-0.05406746031746038,0.009375867144156051,0.02404509731478796,0.6089341195438926,53.99673735725936,-0.014758427839055503,0.06624075319435113,0.05629580279813462
ZHUR,Materials,GREEN,1,0.4116865168657889,-0.05535528807967241,0.019893015374475038,0.2750764983213812,0.8021116830956124,49.14581535806732,0.04620815734728622,0.0580135152365166,0.0927047669212537
SZCC,Utilities,GREEN,1,0.41517427895652054,-0.055144968732234366,0.01996475308655594,-0.15990056994227309,0.674391919568706,54.01312468450276,0.009503167722574197,0.025575880758807554,0.0905979827089336
ANMS,Utilities,GREEN,1,0.4059361806939014,-0.05377276669557667,0.008123019642340709,0.10097607514804692,0.6916105301287538,53.279352226720654,-0.009521794329242399,0.04114768683274025,0.13920661961547817
CJOM,Materials,GREEN,1,0.4124558851953096,-0.05574640849469081,0.012919604408439084,-0.13243246078717605,0.3779478660319676,52.26772346983707,-0.00828689812830402,0.05775678146906418,0.08503986243551662
SP,Consumer Discretionary,GREEN,1,0.42210233278145715,-0.054835924006908544,0.015251443760382411,-0.20414990122003562,0.6815484911519184,48.73408868373199,-0.0009693679720822391,0.02588094764085212,0.09142897486585723
SFK,Real Estate,GREEN,1,0.4088812827034135,-0.05299552906110264,-0.004824555205452525,-0.06976487023920991,0.7878043968325004,49.32167083184578,0.009970145890835409,0.0651696073189568,0.1022315116493516
DVSJ,Energy,GREEN,0,0.3860787677517758,-0.054369714055577646,0.0052759372364048675,-0.048151375978938024,0.4418890334762335,55.358898721730604,0.021504008143529683,0.05576012624934238,0.0796126949973104
BPSM,Industrial,GREEN,0,0.37810713354611847,-0.05347498893315648,0.009586537469565014,0.15461603670642363,0.709002668102585,54.07450523864959,0.0322113336173839,0.0649727448566907,0.08929856115107906
ACO,Technology,GREEN,0,0.382377869847198,-0.05196619641518434,-0.0019680661169046076,-0.15534846723961737,0.8382713885211368,51.138147566719006,-0.0023034840195795196,0.03251332649074612,0.11061647494568895
DIZC,Industrial,GREEN,0,0.3726006337715402,-0.053444360333081156,0.03086536022382515,0.197539569706902,0.5194206628233617,47.17348927875245,-0.0050934650842968466,0.051121993219609314,0.07602049248058178
XBW,Real Estate,GREEN,0,0.39940630738555305,-0.05290804722192135,0.021702707064508053,-0.029209348047168397,0.6466336084585338,54.07007146592295,0.018484388551604492,0.021474393824073006,0.07698039665252768
CK,Technology,GREEN,0,0.38666222230133745,-0.05300988319856225,-0.0037094108859430904,-0.006193304381055577,0.6099648825615503,55.43647095371233,0.004784913449359714,0.04692311452172635,0.10310552608538916
BDA,Financial Services,GREEN,0,0.3829480590246362,-0.05359477124183016,0.013333786188447811,0.19251811787248319,0.4538823878047788,57.261410788381774,-0.009975062344139533,0.03272179627601315,0.04141930139444981
PSH,Technology,GREEN,0,0.3617640160470112,-0.055917003692632195,0.01837717913805543,-0.036932238940609756,0.6955116598705844,52.007049148227935,0.017428315412186448,0.04169724770642203,0.08297963660641902
MOC,Real Estate,GREEN,0,0.3737858259601116,-0.052951801502043906,0.01756172249088921,0.048686245361375065,0.3755088931878992,55.59006211180126,0.013322806671272166,0.0,0.09002123142250534
REU,Energy,GREEN,0,0.37438014790347723,-0.053113741636644375,0.007276019742112367,-0.06000835462578025,0.8376216203052127,55.82001956309098,0.02900290029002906,0.0882072977260709,0.09352747369539799
CWUJ,Industrial,GREEN,0,0.37607660616145333,-0.055730396013637655,0.011468893266018994,-0.07608349084108454,0.5163144894664036,44.48818897637793,0.04150039904229835,0.03626257278983582,0.064437194127243
ROZ,Consumer Staples,GREEN,0,0.3793256395678222,-0.05302435192458762,0.0013668868860443161,-0.04373036717103272,0.6637266893105619,48.164842240824214,0.025669871139292342,0.0644236892379538,0.097144732523794
NAK,Financial Services,GREEN,0,0.3705458744422588,-0.05444776119402993,0.009511529768757366,-0.065656365757471,0.5350852345652071,57.602339181286574,0.009792626728110697,0.05070726444497727,0.10683167066548817
PO,Industrial,GREEN,0,0.3781570302820183,-0.053105031329487073,0.047329428394172715,-0.06780946656859337,0.7036174636901801,53.39912280701755,-0.0034781583446324557,0.041335551038008865,0.08199449529539783
CGSL,Real Estate,GREEN,0,0.3990902682037173,-0.05548037889039241,0.015995300136435527,-0.222350322384656,0.5166079549640732,46.248715313463535,0.016025202027119594,0.0041285956006769115,0.052198581560283785
TPDU,Real Estate,GREEN,0,0.3951117180877816,-0.055096110862762504,0.015562022951320621,0.07716040763340498,0.5183984366064034,53.927986906710316,0.039070509169609205,0.04598096548560951,0.09101782083482836
