symbol,sector,risk_rating,risk_score,volatility,max_drawdown,volume_decline,beta,sharpe_ratio,rsi,price_change_1m,price_change_3m,price_change_6m
SSOI,Energy,RED,5,0.7780837147584264,-0.5585428148944752,0.003699417705119035,0.289543027862572,0.11000749293176353,30.85745494265427,-0.3240016467682173,-0.4129424383267786,-0.4595128373930217
AKJ,Energy,RED,5,0.8886357056555599,-0.6373933779693666,0.03583980452202262,0.4859162145974969,0.41758378620622166,23.771813353566003,-0.5511466848319709,-0.5835132999736634,-0.5280248313734854
RDY,Materials,RED,4,0.677369821033581,-0.614879320215747,0.06609435627885037,0.4535069767501937,-0.31289057328704917,45.1229654271118,-0.17690500167841558,-0.17800871605766,-0.04399246214828762
PONB,Energy,RED,3,0.47141275811713673,-0.3113370245983479,-0.0754457330712909,-0.026569625905897537,-0.33529117429535243,28.40216655382534,-0.19151301769665524,-0.06863059024442301,-0.059596939325358346
BJTO,Energy,RED,2,1.4728517983944198,-0.6641419174805658,-0.027595268711747525,-0.0662363676039149,0.28512262481912054,86.0431654676259,1.1419423692636075,0.39811912225705326,0.69868810833686
SJ,Healthcare,RED,2,0.5218339238488873,-0.5961435457953941,0.06727255711616081,-0.06061500303466208,-0.14396357111572586,84.45864962045545,0.41351724137931034,0.5253026394125818,0.4235969624004445
DRWL,Utilities,GREEN,1,0.4201968670408047,-0.055505919142282915,0.02491938917904304,0.06822498398647583,0.540728844259081,51.06094808126411,-0.0012290502793296026,0.04831711035534191,0.057744645604070464
BV,Utilities,GREEN,1,0.408597470973075,-0.054809570312499875,0.03272845393501157,-0.2736977514275541,0.5893189386221198,55.23731587561375,0.015671232876712404,0.07817589576547247,0.06823420931304751
PZMQ,Healthcare,GREEN,1,0.4220981413212001,-0.053037294392269674,0.00653093853446701,-0.2096896771313079,0.42608752977153824,50.65992080950285,0.00523560209424079,0.035897435897435895,0.06854749834692528
NA,Consumer Discretionary,GREEN,1,0.41591315122079564,-0.05498779053992949,0.0035672302935245838,-0.21441047105423872,0.48864658044689846,55.85076314301866,-0.009348134546365116,0.01574668378262733,0.0480353200883002
BG,Utilities,GREEN,1,0.40838285618826886,-0.05487139516757595,0.008437912052476414,-0.01860836750965472,0.6688284925729493,47.10578842315366,0.03157745681110152,0.05686928768315664,0.09581829121540297
DE,Technology,GREEN,1,0.41206056904270644,-0.052713571480327494,0.018935120317841312,-0.011388122819481494,0.6715546205426752,47.61402027027029,0.035986331601053655,0.044462786191057146,0.12762000697377085
TM,Materials,GREEN,1,0.4069485373510092,-0.05440813810110962,-0.004010207773532498,0.3021641716584165,0.6274936814444503,49.70722186076772,0.03395740165239134,0.05678648899907022,0.10114627058443657
GU,Energy,GREEN,1,0.4004707322671927,-0.055226356956624825,0.017931135262724673,-0.1424623785221833,0.6975949620061709,55.24229074889868,0.021167713421725902,0.0278623273238117,0.1396677050882657
DW,Real Estate,GREEN,1,0.40297029639068643,-0.05271093420179735,-0.0007329962320601911,0.07794891781955325,0.7970540392151341,53.68278355173971,0.040713305898491016,0.04755329724953046,0.13330544933078378
NQAR,Industrial,GREEN,1,0.40703492046831646,-0.056432824229873155,0.008318103006558138,-0.16232992977910365,0.677027915920833,53.590664272890464,-0.0014154281670205773,0.06170052671181342,0.10033792565635559
XCW,Industrial,GREEN,1,0.41756990842329944,-0.05546588407923698,-0.00526669236591773,-0.042232861210170496,0.5630197023343108,54.90877497827977,-0.009358879882092719,0.06588962892483351,0.10062223677746852
SHK,Materials,GREEN,1,0.4092244547716872,-0.055398820210310486,0.03554836881663679,-0.10770360283567815,0.4394061501510487,54.70417070805042,0.03952158086323442,0.050446663163426025,0.09654415798134931
BGIH,Technology,GREEN,1,0.40296853369008295,-0.053981559094719224,0.020185022142251215,-0.09030979504530895,0.42256865069927363,50.962757984549754,-0.007721506667099229,0.03502538071065998,0.05363786688714362
PBM,Materials,GREEN,1,0.40044924705655605,-0.054626961255203305,-0.003740770271810663,-0.23754002408915517,0.7367797852098357,56.45766345123257,-0.008952334865714916,0.0305050632115227,0.0921210505265964
XPBS,Energy,GREEN,1,0.41412014999342805,-0.05371646986553831,-0.002547973936902924,-0.11684167501820411,0.647677545489349,53.29576084293065,-0.009717196086315431,0.0724290587125337,0.09297337278106525
GORR,Technology,GREEN,0,0.35569682549403214,-0.05324241984622079,0.009383857291253928,-0.049075604325731985,0.5126577435458785,57.615384615384556,0.013598479309840511,0.03928035982008981,0.08583959899749356
XTO,Consumer Discretionary,GREEN,0,0.37609830551707446,-0.0547833935018049,0.009467293410121381,-0.03991885215427056,0.5465431176457429,47.21352536005009,0.032338769458858364,0.004417598269022673,0.0795542635658914
BDV,Industrial,GREEN,0,0.38098369926198905,-0.05359261360705634,0.04986432217408334,-0.005350165625155308,0.6970619987268598,50.88172043010752,-0.010258765885775631,0.057880093830123755,0.11052571297674942
DA,Consumer Staples,GREEN,0,0.3978152815359216,-0.05388419534308673,0.014139273428813715,-0.1770689255475079,0.5748076201695872,47.18552556002296,0.041735129806112256,0.031677153395530344,0.09272664598414332
AS,Industrial,GREEN,0,0.38968982357139914,-0.05390450691655494,0.022547059984652642,-0.037396791223160766,0.5698842913380372,48.213710975217246,0.04093953400622572,0.026798176235228392,0.08612204724409449
