symbol,sector,risk_rating,risk_score,volatility,max_drawdown,volume_decline,beta,sharpe_ratio,rsi,price_change_1m,price_change_3m,price_change_6m
BNC,Financial Services,GREEN,1,0.40148945070559316,-0.053587466320726494,0.003182878588102315,0.128930760689299,0.6486095646384846,55.37953795379539,-0.008764326302610002,0.0733131713421629,0.11096718480138171
RB,Financial Services,GREEN,1,0.40549486654558725,-0.053834355828220874,0.026897382542018712,-0.281999462282594,0.4743055816351363,51.38929511553084,0.00378173960021617,0.036499840612049715,0.045162327225972396
DKI,Materials,GREEN,1,0.41044224130453405,-0.05585831062670303,0.0320048323398833,-0.18626959811770147,0.4938577285680924,53.49967595593001,0.00955019319093098,0.023049645390070744,0.08086169216359651
ZQL,Consumer Staples,GREEN,1,0.4059134746067711,-0.05219582433405347,-0.005971103459577117,0.066203371673482,0.7312532949733231,52.04081632653062,0.0440766226520364,0.03847576766555676,0.13551779935275088
CS,Utilities,GREEN,0,0.38803664442971625,-0.05662983425414352,0.0008270259421470363,0.01733275294587578,0.7543734091113691,58.71725383920506,0.04266073594824099,0.03450351053159476,0.1000426621160409
VDY,Utilities,GREEN,0,0.39747327348664685,-0.05668381622890144,0.009618749956072177,-0.009209850205452477,0.48797128483884106,49.78943958535797,0.01900522215563735,0.05029559692932148,0.04074495059893325
MDY,Consumer Staples,GREEN,0,0.3824938994148533,-0.05424681218932358,0.0007133300981583598,-0.026188512844320888,0.6559986591057708,52.374100719424476,-0.010335917312661431,0.07157845651667055,0.1058710298363811
DQKY,Real Estate,GREEN,0,0.37569996457980115,-0.05409809353104129,0.005766579326659797,-0.054045878430810074,0.7813627521345826,49.929732985344316,-0.004149154003664243,0.03268886902101025,0.11050354524696561
TR,Healthcare,GREEN,0,0.36874811740584984,-0.05235878993018851,0.031926975906721174,0.12441990920219424,0.7925561278078687,48.014638609332124,0.012716320871976272,0.05798331918293969,0.1187747557433325
XDN,Industrial,GREEN,0,0.39036557524376264,-0.05482982836389201,0.02872218891000514,0.1885565094457185,0.6120585638757478,54.207149404216324,-0.012909282948010732,0.0552662944608243,0.08249678249678245
RX,Financial Services,GREEN,0,0.3748714871199961,-0.056278464541314105,0.0003932129638413413,-0.036282150891055104,0.554698866833127,57.02740688685876,0.0012058847174210602,0.01284970722186087,0.06099846651899822
ADGQ,Real Estate,GREEN,0,0.3522652546160015,-0.05169375367143154,0.01450832622005643,0.24638610222161142,0.7982374250018323,49.95362641439435,-0.006177606177606131,0.06845903314387891,0.10852713178294571
MLSW,Technology,GREEN,0,0.37176508263152264,-0.05467386788533443,0.025840147692983574,-0.04375627814376437,0.6612168375506761,49.81955972573078,0.03488071656188095,0.0744880622373245,0.0767025089605735
GXXR,Financial Services,GREEN,0,0.38634159609133506,-0.05327288183621425,0.005910739718626602,0.021627485195528373,0.4191242203465589,49.64179104477612,-0.004768510490723055,0.058069868190616755,0.0533125344099835
BDO,Financial Services,GREEN,0,0.3881212273172327,-0.05298338739801429,-0.00023090118272680094,-0.04450355581875096,0.6794437349820628,55.08003920287487,-0.012029424491562099,0.022847415106173257,0.07041725269573362
BZU,Financial Services,GREEN,0,0.3747821527987205,-0.05606787163408331,0.009873933340453162,0.017370991216186796,0.8165922943283763,55.386081982840786,0.009110233829334867,0.047934405550299465,0.12377409536692582
MNOB,Financial Services,GREEN,0,0.37316133851382716,-0.05395906553648944,0.006153723644913181,0.17900200244844813,0.6946585047663528,55.84988962472407,0.028811524609844034,0.042156465342521245,0.13309828118113703
DQH,Utilities,GREEN,0,0.36041029699978505,-0.05393112410656275,-0.0033133887739712643,-0.09858321406359281,0.37609096241668494,54.48480355819126,-0.019123134328358053,0.050624479600333165,0.07975355125791551
TZR,Industrial,GREEN,0,0.3797960164623369,-0.05360800608649861,0.013250091219684653,-0.14715396398047617,0.7183171722962598,54.328047829477505,-0.009407629484131198,0.03920611680494545,0.13142047467233434
RYZ,Industrial,GREEN,0,0.38232305740005096,-0.055021070207521776,0.027935171640301657,0.09695116039092419,0.5941295592060165,52.443415637860085,0.028071234530636875,0.05399969054618613,0.08992000000000007
MKFR,Consumer Discretionary,GREEN,0,0.3944600293294206,-0.05473684210526305,-0.0025686550768412057,0.05416159177744641,0.7345619815593073,54.66230427670014,0.0017648096946878225,0.08679558363647964,0.09083338671449605
XHRP,Energy,GREEN,0,0.3865946626096897,-0.055555555555555684,0.009378496016549751,-0.09417620924769488,0.39672080754347944,51.873914122611076,0.017549483131661173,0.04415755283282628,0.08836890374560728
GPF,Energy,GREEN,0,0.3742175607522372,-0.05269219694788343,0.010306917656408777,0.06351334838865545,0.7689114846256655,50.01350256548742,-0.009821428571428618,0.067767738112872,0.10704138831298471
SMAY,Energy,GREEN,0,0.3746016600801723,-0.05550832017490598,0.011196738513703904,0.013342996173037944,0.5714415958763187,48.17120622568094,0.040965533248230254,0.011616104657719646,0.07566854538913541
SL,Technology,GREEN,0,0.39429358170593254,-0.052916253493193885,0.003380079931463039,0.2381518487585523,0.8036249212070813,51.51747983096425,0.017543859649122726,0.06348382632762488,0.09726932000713895
