symbol,company_name,sector,current_price,market_cap,pe_ratio,dividend_yield,exchange,currency
RUDF,Pacific Partners,Healthcare,396.02,664049084418,17.75,0.038,NASDAQ,USD
MPN,Advanced Partners,Technology,293.57,545258623873,19.9,0.0,NASDAQ,USD
CJOQ,Capital Partners,Technology,388.66,461844025105,8.96,0.0589,NASDAQ,USD
DCC,Pacific Capital,Consumer Discretionary,194.37,343343157123,34.98,0.0,NASDAQ,USD
VHX,Strategic Industries,Technology,320.21,329811840640,25.34,0.059,NYSE,USD
RML,First Inc,Industrial,189.31,316647745389,24.62,0.0437,NYSE,USD
BZS,International Solutions,Healthcare,236.53,308874225285,20.22,0.0459,NASDAQ,USD
GD,Metro Industries,Consumer Discretionary,174.75,307073182516,27.98,0.0,NASDAQ,USD
DN,Alliance Industries,Industrial,156.18,277865766822,26.25,0.0,NASDAQ,USD
MC,United Global,Energy,147.57,271518032985,27.78,0.0,NYSE,USD
BFU,First Solutions,Healthcare,311.8,244418659388,28.14,0.0,NASDAQ,USD
DL,American Capital,Financial Services,125.25,224556254683,18.38,0.0,NYSE,USD
GJKO,National Technologies,Industrial,122.06,215104833278,29.65,0.0453,NASDAQ,USD
VX,Capital Services,Healthcare,102.21,196438262925,16.53,0.0478,NYSE,USD
RC,Pacific Technologies,Consumer Staples,99.27,195210610484,21.02,0.0213,NASDAQ,USD
NBUX,Innovative Capital,Industrial,112.52,193776280574,25.81,0.0,NYSE,USD
GBLK,Superior LLC,Industrial,123.61,188914903911,29.12,0.0,NASDAQ,USD
MIA,Superior Capital,Industrial,121.63,185375188423,26.2,0.0576,NASDAQ,USD
ZOR,Consolidated Group,Real Estate,105.01,175598716263,28.78,0.0195,NYSE,USD
ZGJH,Consolidated Group,Financial Services,119.39,175201081544,33.96,0.0,NYSE,USD
PO,First LLC,Energy,130.53,174257679213,13.51,0.0063,NYSE,USD
SOD,National Resources,Healthcare,117.65,168601727875,9.83,0.0,NASDAQ,USD
RVNE,Innovative Holdings,Financial Services,115.11,138720483720,11.01,0.0,NASDAQ,USD
