symbol,company_name,sector,current_price,market_cap,pe_ratio,dividend_yield,exchange,currency
ACN,Innovative Global,Healthcare,335.2,611187512830,16.44,0.0421,NASDAQ,USD
XWFO,Premier Inc,Technology,399.61,575840709847,22.91,0.0282,NYSE,USD
VF,Metro Industries,Healthcare,318.4,388126779880,33.56,0.0474,NASDAQ,USD
XSKQ,Alliance Systems,Industrial,188.67,356318551498,,0.0236,NASDAQ,USD
TWFF,First International,Technology,189.42,330572537262,,0.0259,NASDAQ,USD
DT,National Technologies,Healthcare,202.54,314434241287,12.72,0.0455,NYSE,USD
DH,Global Enterprises,Healthcare,207.8,311073656735,12.25,0.057,NYSE,USD
SD,International LLC,Technology,221.56,294833612123,16.24,0.0,NASDAQ,USD
TDEF,Innovative Services,Technology,252.98,275873705828,29.98,0.0505,NASDAQ,USD
CNG,Regional Inc,Real Estate,185.74,273546202457,20.36,0.0329,NASDAQ,USD
NV,American Inc,Consumer Discretionary,155.73,248162399825,19.63,0.0,NASDAQ,USD
BS,Innovative Industries,Industrial,168.2,236051778451,34.77,0.0378,NYSE,USD
AP,Premier Solutions,Healthcare,257.33,231905213157,,0.0498,NASDAQ,USD
THO,National Systems,Healthcare,323.77,224827942996,10.34,0.0093,NASDAQ,USD
GKJT,Regional Holdings,Real Estate,117.39,222301300396,17.14,0.005,NYSE,USD
XIQ,Dynamic LLC,Materials,190.11,221938793084,20.86,0.0218,NASDAQ,USD
CUAB,Regional Services,Technology,153.91,213380510123,33.28,0.0,NASDAQ,USD
VBVO,Pacific Systems,Technology,124.59,210936434494,11.17,0.0,NASDAQ,USD
TA,International Industries,Healthcare,186.28,198203146901,,0.0029,NYSE,USD
BY,International Holdings,Healthcare,149.71,196167650634,21.28,0.0,NASDAQ,USD
NG,Capital Corp,Materials,192.32,195395119091,16.09,0.0,NYSE,USD
BQUD,Premier Holdings,Industrial,164.93,183913107433,18.0,0.0087,NASDAQ,USD
RTT,International Services,Energy,125.39,177773441832,30.46,0.0,NYSE,USD
PLQE,Capital Capital,Industrial,117.25,175961064698,21.55,0.0,NASDAQ,USD
TU,Premier Systems,Materials,89.34,174981213203,27.35,0.0488,NASDAQ,USD
DAY,Consolidated Resources,Real Estate,107.98,164713347778,15.25,0.0332,NYSE,USD
XUEG,National Services,Healthcare,132.7,163977423975,27.6,0.0,NASDAQ,USD
CT,Strategic Partners,Consumer Discretionary,136.23,155795115055,,0.0,NASDAQ,USD
TZ,Superior Enterprises,Materials,92.43,155570273258,17.68,0.0,NYSE,USD
CLY,United Global,Healthcare,89.78,154173475472,19.47,0.0144,NASDAQ,USD
MFG,Premier Technologies,Healthcare,128.28,150556399002,29.71,0.0,NASDAQ,USD
ZXL,Strategic Inc,Financial Services,78.05,148135483101,,0.048,NASDAQ,USD
VB,Strategic Inc,Materials,124.29,146153887712,9.88,0.0,NASDAQ,USD
RU,Advanced Inc,Consumer Discretionary,156.23,145858179058,15.84,0.0566,NYSE,USD
BTG,Consolidated LLC,Financial Services,128.89,139684872180,11.23,0.017,NYSE,USD
DSY,American Capital,Utilities,107.14,130404058486,18.9,0.0066,NASDAQ,USD
NZ,Global Capital,Technology,347.84,129831045789,33.77,0.0477,NASDAQ,USD
RSM,Metro Solutions,Industrial,126.04,128674389802,,0.0531,NASDAQ,USD
SEZN,Dynamic LLC,Financial Services,70.32,126570332408,23.64,0.0597,NYSE,USD
ZBG,Consolidated Partners,Healthcare,98.81,125410476445,30.38,0.0233,NYSE,USD
RFCN,First LLC,Consumer Discretionary,86.97,118871593622,14.82,0.0192,NYSE,USD
NL,Consolidated Systems,Utilities,119.14,116610863153,26.59,0.0013,NASDAQ,USD
GSR,Regional Inc,Energy,137.34,114356025798,10.28,0.0154,NYSE,USD
DFT,Strategic Services,Consumer Discretionary,179.96,114314609757,33.26,0.0557,NYSE,USD
XNS,Global Global,Utilities,115.76,113948219096,29.23,0.027,NASDAQ,USD
GP,Pacific Corp,Consumer Discretionary,63.7,110897262948,15.41,0.008,NASDAQ,USD
COB,Superior Group,Materials,62.26,109133131950,,0.0337,NASDAQ,USD
PK,Consolidated LLC,Utilities,59.84,108216098205,14.56,0.0256,NASDAQ,USD
BSO,Superior Global,Energy,114.04,106635252819,25.13,0.036,NYSE,USD
PKG,Consolidated International,Utilities,60.99,104884356851,,0.0419,NYSE,USD
GJWR,First Systems,Consumer Staples,74.14,103041425139,32.38,0.0388,NASDAQ,USD
NOCM,Regional Enterprises,Energy,73.3,102871505714,12.89,0.0586,NYSE,USD
SUGO,Alliance Solutions,Materials,61.18,92155731388,24.13,0.0117,NYSE,USD
GM,Global LLC,Technology,88.93,90739186230,29.1,0.0014,NASDAQ,USD
AMHE,Pacific Group,Materials,173.43,84085468358,34.58,0.0591,NASDAQ,USD
RQB,International Industries,Financial Services,45.03,83840775070,31.84,0.0,NYSE,USD
DGXH,Global Inc,Consumer Staples,41.03,80754387668,20.28,0.0392,NYSE,USD
