symbol,company_name,sector,current_price,market_cap,pe_ratio,dividend_yield,exchange,currency
XEFW,United Partners,Technology,343.71,672054651339,32.21,0.0,NASDAQ,USD
PKQ,American Solutions,Technology,362.77,667758021237,34.23,0.0241,NASDAQ,USD
XP,Advanced Enterprises,Technology,342.26,566094545403,8.29,0.0,NASDAQ,USD
GMEE,Capital Inc,Healthcare,323.78,410306743176,15.92,0.049,NYSE,USD
RRC,Regional Technologies,Industrial,179.62,321527233803,20.39,0.0,NASDAQ,USD
VSI,Innovative Group,Healthcare,308.47,296944116179,8.48,0.0,NYSE,USD
CP,National Inc,Materials,194.18,287705483301,33.27,0.0,NYSE,USD
TK,Metro Group,Consumer Discretionary,161.07,282264121901,,0.0205,NASDAQ,USD
MI,International Enterprises,Technology,184.62,275548473973,,0.0,NASDAQ,USD
VXR,Metro Technologies,Industrial,169.93,264088458971,22.24,0.0128,NASDAQ,USD
SS,Metro Industries,Healthcare,226.92,245701483130,,0.0,NYSE,USD
AICZ,Metro Inc,Healthcare,376.59,241025002641,33.43,0.0459,NYSE,USD
ZAG,Advanced Industries,Healthcare,282.58,239653764762,33.49,0.0071,NYSE,USD
ZA,Metro Global,Industrial,116.61,215417261361,13.36,0.0,NYSE,USD
AD,First Services,Consumer Staples,110.05,208663945583,27.25,0.0402,NASDAQ,USD
ZD,Alliance Global,Energy,117.68,207425801316,15.24,0.0443,NYSE,USD
AF,National Capital,Materials,109.32,200982172216,32.52,0.0077,NYSE,USD
NQXJ,Strategic Services,Financial Services,147.44,193263150998,,0.0,NASDAQ,USD
POU,Innovative Enterprises,Real Estate,186.99,189261190786,31.98,0.029,NYSE,USD
TRSZ,Dynamic Group,Materials,139.49,189053558787,,0.0292,NASDAQ,USD
DV,Consolidated Inc,Real Estate,151.37,187617951646,19.36,0.0435,NASDAQ,USD
DNAE,First Inc,Financial Services,115.78,181307833665,15.25,0.0,NYSE,USD
BTV,Dynamic Group,Technology,304.19,180393448427,18.43,0.0519,NASDAQ,USD
CFBW,Strategic Resources,Consumer Discretionary,149.85,173832171192,15.75,0.0016,NASDAQ,USD
