symbol,company_name,sector,current_price,market_cap,pe_ratio,dividend_yield,exchange,currency
PG,Procter & Gamble Company (The),Consumer Defensive,165.35,386999255040,24.46,2.56,NYQ,USD
AMD,"Advanced Micro Devices, Inc.",Technology,215.07,350657216512,82.4,0.0,NMS,USD
CSCO,"Cisco Systems, Inc.",Technology,78.35,309548515328,28.18,2.16,NMS,USD
BA,Boeing Company (The),Industrials,233.35,183260741632,93.71,0.0,NYQ,USD
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,279.52,156794355712,23.16,1.75,NYQ,USD
QCOM,QUALCOMM Incorporated,Technology,144.34,154161528832,29.1,2.54,NMS,USD
COP,ConocoPhillips,Energy,110.4,134946250752,17.39,3.06,NYQ,USD
BMY,Bristol-Myers Squibb Company,Healthcare,61.6,125446774784,17.8,4.11,NYQ,USD
VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,490.56,124602236928,32.06,0.0,NMS,USD
IBKR,"Interactive Brokers Group, Inc.",Financial Services,72.64,123474968576,32.72,0.45,NMS,USD
ICE,Intercontinental Exchange Inc.,Financial Services,155.77,88819564544,27.04,1.35,NYQ,USD
ADP,"Automatic Data Processing, Inc.",Technology,204.25,82608701440,19.62,3.31,NMS,USD
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,776.06,82044911616,18.71,0.48,NMS,USD
CI,The Cigna Group,Healthcare,283.44,75714142208,12.78,2.2,NYQ,USD
LHX,"L3Harris Technologies, Inc.",Industrials,354.27,66267209728,41.68,1.41,NYQ,USD
APD,"Air Products and Chemicals, Inc",Basic Materials,279.47,62225674240,,2.56,NYQ,USD
O,Realty Income Corporation,Real Estate,66.47,61026492416,62.12,4.86,NYQ,USD
ZTS,Zoetis Inc.,Healthcare,128.42,56593821696,21.3,1.69,NYQ,USD
MET,"MetLife, Inc.",Financial Services,75.72,49894567936,15.61,3.02,NYQ,USD
XEL,Xcel Energy Inc.,Utilities,83.58,49440894976,24.44,2.74,NMS,USD
FANG,"Diamondback Energy, Inc.",Energy,172.52,49431396352,12.21,2.3,NMS,USD
UI,Ubiquiti Inc.,Technology,757.9,45868707840,51.66,0.44,NYQ,USD
KMB,Kimberly-Clark Corporation,Consumer Defensive,110.8,36777000960,22.8,4.63,NMS,USD
UAL,"United Airlines Holdings, Inc.",Industrials,112.42,36394622976,11.02,0.0,NMS,USD
MTB,M&T Bank Corporation,Financial Services,220.95,34526920704,13.0,2.7,NYQ,USD
DG,Dollar General Corporation,Consumer Defensive,152.61,33592340480,26.36,1.54,NYQ,USD
PAYX,"Paychex, Inc.",Technology,88.98,31940925440,20.13,4.94,NMS,USD
CBOE,"Cboe Global Markets, Inc.",Financial Services,293.59,30722582528,28.2,0.96,BTS,USD
CTSH,Cognizant Technology Solutions ,Technology,61.87,29861337088,13.57,2.16,NMS,USD
DVN,Devon Energy Corporation,Energy,43.37,26900862976,10.4,2.2,NYQ,USD
GIS,"General Mills, Inc.",Consumer Defensive,45.07,24048543744,9.69,5.38,NYQ,USD
XPO,"XPO, Inc.",Industrials,204.2,23969865728,77.35,0.0,NYQ,USD
EFX,"Equifax, Inc.",Industrials,194.68,23827060736,36.66,1.06,NYQ,USD
ATI,ATI Inc.,Industrials,161.41,22248171520,56.64,0.0,NYQ,USD
CNC,Centene Corporation,Healthcare,42.0,20654383104,,0.0,NYQ,USD
INCY,Incyte Corporation,Healthcare,100.97,20095485952,15.75,0.0,NMS,USD
BURL,"Burlington Stores, Inc.",Consumer Cyclical,307.16,19328659456,35.22,0.0,NYQ,USD
CSL,Carlisle Companies Incorporated,Industrials,406.29,16977142784,23.69,1.07,NYQ,USD
SUI,"Sun Communities, Inc.",Real Estate,131.59,16929383424,,3.17,NYQ,USD
CLX,Clorox Company (The),Consumer Defensive,126.67,15450644480,20.73,3.91,NYQ,USD
FFIV,"F5, Inc.",Technology,271.65,15432732672,22.51,0.0,NMS,USD
GFL,GFL Environmental Inc. Subordin,Industrials,42.25,15199926272,103.05,0.15,NYQ,USD
REG,Regency Centers Corporation,Real Estate,77.12,14402689024,27.35,3.88,NMS,USD
