symbol,sector,risk_rating,risk_score,volatility,max_drawdown,volume_decline,beta,sharpe_ratio,rsi,price_change_1m,price_change_3m,price_change_6m
CVUZ,Healthcare,RED,4,0.36727978479362944,-0.43007941356139257,-0.0038172130506220754,0.13166938781542206,-1.3805583173057372,17.584047462096237,-0.198834618680377,-0.2046142852281621,-0.22612898953780958
SQCB,Healthcare,RED,3,0.2408212782694723,-0.44357308238105825,0.09104202430339549,-0.053644283964094784,-1.488782048934718,41.198501872659165,-0.11337670580768014,-0.16147670143318082,-0.3105256663376111
RRB,Technology,RED,2,0.17629686577136405,-0.33136399609813544,-0.02776841531686477,-0.08500219877041039,-2.364668457965317,17.092651757188435,-0.07583312134316968,-0.24164492224193715,-0.270120946678989
CLE,Utilities,RED,2,0.4100874740883112,-0.30327413984461704,0.05823249194493667,-0.1330053727752505,2.1355482721679357,47.371922821024626,-0.034311012728278904,0.5858830657376554,0.5687743482169615
XXGH,Healthcare,RED,2,0.3152194130163909,-0.3992669415635805,-0.03206224586278724,-0.13031403298215996,-0.8603082990902547,62.237044638276075,0.04576985854189349,-0.08638821222743742,-0.17127458905955267
PTXE,Healthcare,RED,2,0.1615940230139344,-0.31343717307915836,0.013244391770370578,0.057194512831572904,-2.148057054989127,63.54166666666667,-0.012139481831513728,-0.09757368264364404,-0.08199576014536653
CD,Healthcare,RED,2,0.44755928420621227,-0.2605588684638514,-0.0780775406506176,0.29191363881207844,1.2220083002794409,41.201397665601085,-0.14831130690161526,-0.013605442176870755,-0.16189220706789018
SCEN,Industrial,RED,2,0.44753811614295297,-0.2894392429276149,0.1220383552649435,-0.1542793551023322,1.4553429256985573,63.80162023315552,0.13010279001468428,0.2858813700918963,0.879594578092563
RWW,Consumer Discretionary,RED,1,0.27335176024503194,-0.22498907820008732,-0.08409345565711847,0.1024439264954978,1.3832366580871274,49.40047961630699,0.0038091207279652884,0.09936844544875141,0.4606620477290223
NCHB,Energy,RED,1,0.3270014921022186,-0.3022866036154678,-0.04370462347845568,-0.03872339199534425,0.8031321025545521,68.04878048780489,0.16040581299698387,0.38097568934573345,0.28048411497730724
BZ,Energy,RED,1,0.3050477069239766,-0.30285675784934607,0.05531145134138734,0.06028706388729501,-0.20685032897097463,60.27689030883914,-0.024232633279483155,0.12659151731408633,0.27227768110632833
BWC,Utilities,RED,1,0.21910848962365578,-0.24675876726886276,-0.03555567588948632,0.04556730926100502,0.002483606174798856,59.719789842381786,-0.00660441812798905,0.026594492821840326,0.18275488069414303
MQD,Utilities,RED,1,0.35586908084325264,-0.3059981255857543,0.14370753155211435,0.266935067824218,-0.31398154898292935,64.05867970660147,-0.0765345765345765,-0.029795918367346956,-0.10622297424327878
NA,Healthcare,RED,1,0.3666320778929237,-0.28162409665140387,-0.0915821250866811,-0.20390404069456172,0.6718057154457124,36.44291218819712,-0.11285856684018176,0.03843910027873195,0.1009552608068174
TQ,Real Estate,RED,1,0.28629788946218987,-0.3065231158961368,-0.09860027627995158,0.12322489128301378,-0.16286610270701982,32.0830007980846,-0.04839901477832521,-0.11671239140374952,-0.2798024046975488
AHP,Consumer Staples,RED,1,0.3938908589934012,-0.23066454978453152,-0.05092048904762676,0.04324345033034714,0.7849657153604482,33.21678321678321,-0.12421886907483613,0.04150806597788652,0.13333333333333328
DLFJ,Consumer Staples,RED,1,0.356805027897188,-0.3382066276803122,0.012325304177188452,0.03052117941830163,0.728897486755555,59.72972972972975,0.03023538961038965,0.08506091045095114,0.5370874962155616
PHBY,Consumer Staples,RED,1,0.3378741059823117,-0.3001871157444531,-0.010054553690025066,-0.030297854341059506,0.07825199833637403,34.322678843226896,0.0354767184035477,0.05203874746564546,-0.05023388244864752
GG,Materials,RED,1,0.21996725208733434,-0.2567117258723672,-0.07455902892873087,-0.010294672452705685,0.6704581735199883,26.715686274509764,-0.0430644777539853,0.05013054830287211,0.18025089868681676
MMR,Healthcare,GREEN,0,0.1778370951987849,-0.11935616206954806,-0.10379922970906101,0.08741541228264484,0.47315811489975307,15.752032520325159,-0.08583198102608912,-0.03341868384235665,0.003095551172474237
TEA,Real Estate,GREEN,0,0.1991197178472838,-0.10911181762835719,0.0951707773475108,0.021578575523714554,1.6126010042259236,44.16619237336375,0.0019330675365471887,0.13703982998560368,0.17315037487622026
MO,Materials,GREEN,0,0.37515454633239753,-0.153926157046281,-0.02695043451142516,0.01637974237355602,2.039322550525846,70.92337917485264,0.1554599246906938,0.15215447881280167,0.8374679213002566
XWM,Consumer Staples,GREEN,0,0.14335025394348594,-0.10396335391356284,0.019721016043861513,0.0043518947354273365,0.9713229367762161,50.06485084306095,0.006216144214545803,0.06765287854518051,0.18240634456850677
DZJ,Energy,GREEN,0,0.22881424279670692,-0.19452706722189292,0.001182660584850591,0.039594203686191425,-0.2599495331323837,45.42190305206466,-0.031181789834736514,0.04683288409703506,0.025412541254125398
APH,Consumer Staples,GREEN,0,0.3556682060222293,-0.1965462394910244,0.10071252999881943,-0.09659276972315699,0.8942515020522308,28.020265003897137,-0.028069783046298424,0.05307161032351866,0.20641310383120473
